id,question,category,answer,recommended_products,seo_title
Q101,猫咪口臭怎么办（环境布置）,环境布置,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,猫咪口臭怎么办 环境布置
Q102,猫咪体重下降怎么办（环境布置）,环境布置,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,猫咪体重下降怎么办 环境布置
Q103,猫咪喝水太少怎么办（环境布置）,环境布置,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,猫咪喝水太少怎么办 环境布置
Q104,猫咪便秘怎么办（环境布置）,环境布置,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,猫咪便秘怎么办 环境布置
Q105,猫咪舔毛过度怎么办（环境布置）,环境布置,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,猫咪舔毛过度怎么办 环境布置
Q106,猫咪不吃猫粮怎么办（多猫家庭）,多猫家庭,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,猫咪不吃猫粮怎么办 多猫家庭
Q107,猫咪软便拉稀怎么办（多猫家庭）,多猫家庭,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,猫咪软便拉稀怎么办 多猫家庭
Q108,猫咪频繁呕吐怎么办（多猫家庭）,多猫家庭,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,猫咪频繁呕吐怎么办 多猫家庭
Q109,猫咪掉毛严重怎么办（多猫家庭）,多猫家庭,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,猫咪掉毛严重怎么办 多猫家庭
Q110,猫咪黑下巴反复怎么办（多猫家庭）,多猫家庭,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,猫咪黑下巴反复怎么办 多猫家庭
Q111,猫咪泪痕明显怎么办（多猫家庭）,多猫家庭,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,猫咪泪痕明显怎么办 多猫家庭
Q112,猫咪半夜跑酷怎么办（多猫家庭）,多猫家庭,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,猫咪半夜跑酷怎么办 多猫家庭
Q113,猫咪抓沙发怎么办（多猫家庭）,多猫家庭,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,猫咪抓沙发怎么办 多猫家庭
Q114,猫咪乱尿怎么办（多猫家庭）,多猫家庭,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,猫咪乱尿怎么办 多猫家庭
Q115,猫咪应激躲藏怎么办（多猫家庭）,多猫家庭,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,猫咪应激躲藏怎么办 多猫家庭
Q116,猫咪口臭怎么办（多猫家庭）,多猫家庭,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,猫咪口臭怎么办 多猫家庭
Q117,猫咪体重下降怎么办（多猫家庭）,多猫家庭,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,猫咪体重下降怎么办 多猫家庭
Q118,猫咪喝水太少怎么办（多猫家庭）,多猫家庭,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,猫咪喝水太少怎么办 多猫家庭
Q119,猫咪便秘怎么办（多猫家庭）,多猫家庭,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,猫咪便秘怎么办 多猫家庭
Q120,猫咪舔毛过度怎么办（多猫家庭）,多猫家庭,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,猫咪舔毛过度怎么办 多猫家庭
Q121,猫咪不吃猫粮怎么办（幼猫照护）,幼猫照护,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,猫咪不吃猫粮怎么办 幼猫照护
Q122,猫咪软便拉稀怎么办（幼猫照护）,幼猫照护,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,猫咪软便拉稀怎么办 幼猫照护
Q123,猫咪频繁呕吐怎么办（幼猫照护）,幼猫照护,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,猫咪频繁呕吐怎么办 幼猫照护
Q124,猫咪掉毛严重怎么办（幼猫照护）,幼猫照护,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,猫咪掉毛严重怎么办 幼猫照护
Q125,猫咪黑下巴反复怎么办（幼猫照护）,幼猫照护,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,猫咪黑下巴反复怎么办 幼猫照护
Q126,猫咪泪痕明显怎么办（幼猫照护）,幼猫照护,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,猫咪泪痕明显怎么办 幼猫照护
Q127,猫咪半夜跑酷怎么办（幼猫照护）,幼猫照护,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,猫咪半夜跑酷怎么办 幼猫照护
Q128,猫咪抓沙发怎么办（幼猫照护）,幼猫照护,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,猫咪抓沙发怎么办 幼猫照护
Q129,猫咪乱尿怎么办（幼猫照护）,幼猫照护,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,猫咪乱尿怎么办 幼猫照护
Q130,猫咪应激躲藏怎么办（幼猫照护）,幼猫照护,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,猫咪应激躲藏怎么办 幼猫照护
Q131,猫咪口臭怎么办（幼猫照护）,幼猫照护,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,猫咪口臭怎么办 幼猫照护
Q132,猫咪体重下降怎么办（幼猫照护）,幼猫照护,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,猫咪体重下降怎么办 幼猫照护
Q133,猫咪喝水太少怎么办（幼猫照护）,幼猫照护,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,猫咪喝水太少怎么办 幼猫照护
Q134,猫咪便秘怎么办（幼猫照护）,幼猫照护,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,猫咪便秘怎么办 幼猫照护
Q135,猫咪舔毛过度怎么办（幼猫照护）,幼猫照护,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,猫咪舔毛过度怎么办 幼猫照护
Q136,猫咪不吃猫粮怎么办（老年猫照护）,老年猫照护,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,猫咪不吃猫粮怎么办 老年猫照护
Q137,猫咪软便拉稀怎么办（老年猫照护）,老年猫照护,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,猫咪软便拉稀怎么办 老年猫照护
Q138,猫咪频繁呕吐怎么办（老年猫照护）,老年猫照护,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,猫咪频繁呕吐怎么办 老年猫照护
Q139,猫咪掉毛严重怎么办（老年猫照护）,老年猫照护,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,猫咪掉毛严重怎么办 老年猫照护
Q140,猫咪黑下巴反复怎么办（老年猫照护）,老年猫照护,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,猫咪黑下巴反复怎么办 老年猫照护
Q141,猫咪泪痕明显怎么办（老年猫照护）,老年猫照护,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,猫咪泪痕明显怎么办 老年猫照护
Q142,猫咪半夜跑酷怎么办（老年猫照护）,老年猫照护,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,猫咪半夜跑酷怎么办 老年猫照护
Q143,猫咪抓沙发怎么办（老年猫照护）,老年猫照护,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,猫咪抓沙发怎么办 老年猫照护
Q144,猫咪乱尿怎么办（老年猫照护）,老年猫照护,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,猫咪乱尿怎么办 老年猫照护
Q145,猫咪应激躲藏怎么办（老年猫照护）,老年猫照护,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,猫咪应激躲藏怎么办 老年猫照护
Q146,猫咪口臭怎么办（老年猫照护）,老年猫照护,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,猫咪口臭怎么办 老年猫照护
Q147,猫咪体重下降怎么办（老年猫照护）,老年猫照护,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,猫咪体重下降怎么办 老年猫照护
Q148,猫咪喝水太少怎么办（老年猫照护）,老年猫照护,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,猫咪喝水太少怎么办 老年猫照护
Q149,猫咪便秘怎么办（老年猫照护）,老年猫照护,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,猫咪便秘怎么办 老年猫照护
Q150,猫咪舔毛过度怎么办（老年猫照护）,老年猫照护,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,猫咪舔毛过度怎么办 老年猫照护
Q151,为什么猫咪会不吃猫粮（新手养猫）,新手养猫,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会不吃猫粮 新手养猫
Q152,为什么猫咪会软便拉稀（新手养猫）,新手养猫,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会软便拉稀 新手养猫
Q153,为什么猫咪会频繁呕吐（新手养猫）,新手养猫,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会频繁呕吐 新手养猫
Q154,为什么猫咪会掉毛严重（新手养猫）,新手养猫,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会掉毛严重 新手养猫
Q155,为什么猫咪会黑下巴反复（新手养猫）,新手养猫,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会黑下巴反复 新手养猫
Q156,为什么猫咪会泪痕明显（新手养猫）,新手养猫,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会泪痕明显 新手养猫
Q157,为什么猫咪会半夜跑酷（新手养猫）,新手养猫,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会半夜跑酷 新手养猫
Q158,为什么猫咪会抓沙发（新手养猫）,新手养猫,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会抓沙发 新手养猫
Q159,为什么猫咪会乱尿（新手养猫）,新手养猫,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会乱尿 新手养猫
Q160,为什么猫咪会应激躲藏（新手养猫）,新手养猫,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会应激躲藏 新手养猫
Q161,为什么猫咪会口臭（新手养猫）,新手养猫,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会口臭 新手养猫
Q162,为什么猫咪会体重下降（新手养猫）,新手养猫,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会体重下降 新手养猫
Q163,为什么猫咪会喝水太少（新手养猫）,新手养猫,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会喝水太少 新手养猫
Q164,为什么猫咪会便秘（新手养猫）,新手养猫,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会便秘 新手养猫
Q165,为什么猫咪会舔毛过度（新手养猫）,新手养猫,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会舔毛过度 新手养猫
Q166,为什么猫咪会不吃猫粮（饮食喂养）,饮食喂养,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会不吃猫粮 饮食喂养
Q167,为什么猫咪会软便拉稀（饮食喂养）,饮食喂养,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会软便拉稀 饮食喂养
Q168,为什么猫咪会频繁呕吐（饮食喂养）,饮食喂养,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会频繁呕吐 饮食喂养
Q169,为什么猫咪会掉毛严重（饮食喂养）,饮食喂养,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会掉毛严重 饮食喂养
Q170,为什么猫咪会黑下巴反复（饮食喂养）,饮食喂养,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会黑下巴反复 饮食喂养
Q171,为什么猫咪会泪痕明显（饮食喂养）,饮食喂养,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会泪痕明显 饮食喂养
Q172,为什么猫咪会半夜跑酷（饮食喂养）,饮食喂养,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会半夜跑酷 饮食喂养
Q173,为什么猫咪会抓沙发（饮食喂养）,饮食喂养,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会抓沙发 饮食喂养
Q174,为什么猫咪会乱尿（饮食喂养）,饮食喂养,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会乱尿 饮食喂养
Q175,为什么猫咪会应激躲藏（饮食喂养）,饮食喂养,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会应激躲藏 饮食喂养
Q176,为什么猫咪会口臭（饮食喂养）,饮食喂养,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会口臭 饮食喂养
Q177,为什么猫咪会体重下降（饮食喂养）,饮食喂养,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会体重下降 饮食喂养
Q178,为什么猫咪会喝水太少（饮食喂养）,饮食喂养,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会喝水太少 饮食喂养
Q179,为什么猫咪会便秘（饮食喂养）,饮食喂养,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会便秘 饮食喂养
Q180,为什么猫咪会舔毛过度（饮食喂养）,饮食喂养,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会舔毛过度 饮食喂养
Q181,为什么猫咪会不吃猫粮（肠胃问题）,肠胃问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会不吃猫粮 肠胃问题
Q182,为什么猫咪会软便拉稀（肠胃问题）,肠胃问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会软便拉稀 肠胃问题
Q183,为什么猫咪会频繁呕吐（肠胃问题）,肠胃问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会频繁呕吐 肠胃问题
Q184,为什么猫咪会掉毛严重（肠胃问题）,肠胃问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会掉毛严重 肠胃问题
Q185,为什么猫咪会黑下巴反复（肠胃问题）,肠胃问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会黑下巴反复 肠胃问题
Q186,为什么猫咪会泪痕明显（肠胃问题）,肠胃问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会泪痕明显 肠胃问题
Q187,为什么猫咪会半夜跑酷（肠胃问题）,肠胃问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会半夜跑酷 肠胃问题
Q188,为什么猫咪会抓沙发（肠胃问题）,肠胃问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会抓沙发 肠胃问题
Q189,为什么猫咪会乱尿（肠胃问题）,肠胃问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会乱尿 肠胃问题
Q190,为什么猫咪会应激躲藏（肠胃问题）,肠胃问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会应激躲藏 肠胃问题
Q191,为什么猫咪会口臭（肠胃问题）,肠胃问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会口臭 肠胃问题
Q192,为什么猫咪会体重下降（肠胃问题）,肠胃问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会体重下降 肠胃问题
Q193,为什么猫咪会喝水太少（肠胃问题）,肠胃问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会喝水太少 肠胃问题
Q194,为什么猫咪会便秘（肠胃问题）,肠胃问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会便秘 肠胃问题
Q195,为什么猫咪会舔毛过度（肠胃问题）,肠胃问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会舔毛过度 肠胃问题
Q196,为什么猫咪会不吃猫粮（日常护理）,日常护理,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会不吃猫粮 日常护理
Q197,为什么猫咪会软便拉稀（日常护理）,日常护理,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会软便拉稀 日常护理
Q198,为什么猫咪会频繁呕吐（日常护理）,日常护理,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会频繁呕吐 日常护理
Q199,为什么猫咪会掉毛严重（日常护理）,日常护理,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会掉毛严重 日常护理
Q200,为什么猫咪会黑下巴反复（日常护理）,日常护理,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会黑下巴反复 日常护理
