id,question,category,answer,recommended_products,seo_title
Q201,为什么猫咪会泪痕明显（日常护理）,日常护理,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会泪痕明显 日常护理
Q202,为什么猫咪会半夜跑酷（日常护理）,日常护理,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会半夜跑酷 日常护理
Q203,为什么猫咪会抓沙发（日常护理）,日常护理,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会抓沙发 日常护理
Q204,为什么猫咪会乱尿（日常护理）,日常护理,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会乱尿 日常护理
Q205,为什么猫咪会应激躲藏（日常护理）,日常护理,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会应激躲藏 日常护理
Q206,为什么猫咪会口臭（日常护理）,日常护理,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会口臭 日常护理
Q207,为什么猫咪会体重下降（日常护理）,日常护理,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会体重下降 日常护理
Q208,为什么猫咪会喝水太少（日常护理）,日常护理,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会喝水太少 日常护理
Q209,为什么猫咪会便秘（日常护理）,日常护理,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会便秘 日常护理
Q210,为什么猫咪会舔毛过度（日常护理）,日常护理,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会舔毛过度 日常护理
Q211,为什么猫咪会不吃猫粮（行为问题）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会不吃猫粮 行为问题
Q212,为什么猫咪会软便拉稀（行为问题）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会软便拉稀 行为问题
Q213,为什么猫咪会频繁呕吐（行为问题）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会频繁呕吐 行为问题
Q214,为什么猫咪会掉毛严重（行为问题）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会掉毛严重 行为问题
Q215,为什么猫咪会黑下巴反复（行为问题）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会黑下巴反复 行为问题
Q216,为什么猫咪会泪痕明显（行为问题）,行为问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会泪痕明显 行为问题
Q217,为什么猫咪会半夜跑酷（行为问题）,行为问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会半夜跑酷 行为问题
Q218,为什么猫咪会抓沙发（行为问题）,行为问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会抓沙发 行为问题
Q219,为什么猫咪会乱尿（行为问题）,行为问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会乱尿 行为问题
Q220,为什么猫咪会应激躲藏（行为问题）,行为问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会应激躲藏 行为问题
Q221,为什么猫咪会口臭（行为问题）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会口臭 行为问题
Q222,为什么猫咪会体重下降（行为问题）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会体重下降 行为问题
Q223,为什么猫咪会喝水太少（行为问题）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会喝水太少 行为问题
Q224,为什么猫咪会便秘（行为问题）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会便秘 行为问题
Q225,为什么猫咪会舔毛过度（行为问题）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会舔毛过度 行为问题
Q226,为什么猫咪会不吃猫粮（健康就医）,健康就医,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会不吃猫粮 健康就医
Q227,为什么猫咪会软便拉稀（健康就医）,健康就医,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会软便拉稀 健康就医
Q228,为什么猫咪会频繁呕吐（健康就医）,健康就医,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会频繁呕吐 健康就医
Q229,为什么猫咪会掉毛严重（健康就医）,健康就医,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会掉毛严重 健康就医
Q230,为什么猫咪会黑下巴反复（健康就医）,健康就医,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会黑下巴反复 健康就医
Q231,为什么猫咪会泪痕明显（健康就医）,健康就医,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会泪痕明显 健康就医
Q232,为什么猫咪会半夜跑酷（健康就医）,健康就医,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会半夜跑酷 健康就医
Q233,为什么猫咪会抓沙发（健康就医）,健康就医,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会抓沙发 健康就医
Q234,为什么猫咪会乱尿（健康就医）,健康就医,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会乱尿 健康就医
Q235,为什么猫咪会应激躲藏（健康就医）,健康就医,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会应激躲藏 健康就医
Q236,为什么猫咪会口臭（健康就医）,健康就医,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会口臭 健康就医
Q237,为什么猫咪会体重下降（健康就医）,健康就医,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会体重下降 健康就医
Q238,为什么猫咪会喝水太少（健康就医）,健康就医,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会喝水太少 健康就医
Q239,为什么猫咪会便秘（健康就医）,健康就医,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会便秘 健康就医
Q240,为什么猫咪会舔毛过度（健康就医）,健康就医,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会舔毛过度 健康就医
Q241,为什么猫咪会不吃猫粮（环境布置）,环境布置,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会不吃猫粮 环境布置
Q242,为什么猫咪会软便拉稀（环境布置）,环境布置,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会软便拉稀 环境布置
Q243,为什么猫咪会频繁呕吐（环境布置）,环境布置,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会频繁呕吐 环境布置
Q244,为什么猫咪会掉毛严重（环境布置）,环境布置,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会掉毛严重 环境布置
Q245,为什么猫咪会黑下巴反复（环境布置）,环境布置,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会黑下巴反复 环境布置
Q246,为什么猫咪会泪痕明显（环境布置）,环境布置,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会泪痕明显 环境布置
Q247,为什么猫咪会半夜跑酷（环境布置）,环境布置,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会半夜跑酷 环境布置
Q248,为什么猫咪会抓沙发（环境布置）,环境布置,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会抓沙发 环境布置
Q249,为什么猫咪会乱尿（环境布置）,环境布置,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会乱尿 环境布置
Q250,为什么猫咪会应激躲藏（环境布置）,环境布置,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会应激躲藏 环境布置
Q251,为什么猫咪会口臭（环境布置）,环境布置,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会口臭 环境布置
Q252,为什么猫咪会体重下降（环境布置）,环境布置,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会体重下降 环境布置
Q253,为什么猫咪会喝水太少（环境布置）,环境布置,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会喝水太少 环境布置
Q254,为什么猫咪会便秘（环境布置）,环境布置,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会便秘 环境布置
Q255,为什么猫咪会舔毛过度（环境布置）,环境布置,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会舔毛过度 环境布置
Q256,为什么猫咪会不吃猫粮（多猫家庭）,多猫家庭,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会不吃猫粮 多猫家庭
Q257,为什么猫咪会软便拉稀（多猫家庭）,多猫家庭,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会软便拉稀 多猫家庭
Q258,为什么猫咪会频繁呕吐（多猫家庭）,多猫家庭,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会频繁呕吐 多猫家庭
Q259,为什么猫咪会掉毛严重（多猫家庭）,多猫家庭,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会掉毛严重 多猫家庭
Q260,为什么猫咪会黑下巴反复（多猫家庭）,多猫家庭,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会黑下巴反复 多猫家庭
Q261,为什么猫咪会泪痕明显（多猫家庭）,多猫家庭,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会泪痕明显 多猫家庭
Q262,为什么猫咪会半夜跑酷（多猫家庭）,多猫家庭,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会半夜跑酷 多猫家庭
Q263,为什么猫咪会抓沙发（多猫家庭）,多猫家庭,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会抓沙发 多猫家庭
Q264,为什么猫咪会乱尿（多猫家庭）,多猫家庭,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会乱尿 多猫家庭
Q265,为什么猫咪会应激躲藏（多猫家庭）,多猫家庭,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会应激躲藏 多猫家庭
Q266,为什么猫咪会口臭（多猫家庭）,多猫家庭,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会口臭 多猫家庭
Q267,为什么猫咪会体重下降（多猫家庭）,多猫家庭,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会体重下降 多猫家庭
Q268,为什么猫咪会喝水太少（多猫家庭）,多猫家庭,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会喝水太少 多猫家庭
Q269,为什么猫咪会便秘（多猫家庭）,多猫家庭,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会便秘 多猫家庭
Q270,为什么猫咪会舔毛过度（多猫家庭）,多猫家庭,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会舔毛过度 多猫家庭
Q271,为什么猫咪会不吃猫粮（幼猫照护）,幼猫照护,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会不吃猫粮 幼猫照护
Q272,为什么猫咪会软便拉稀（幼猫照护）,幼猫照护,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会软便拉稀 幼猫照护
Q273,为什么猫咪会频繁呕吐（幼猫照护）,幼猫照护,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会频繁呕吐 幼猫照护
Q274,为什么猫咪会掉毛严重（幼猫照护）,幼猫照护,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会掉毛严重 幼猫照护
Q275,为什么猫咪会黑下巴反复（幼猫照护）,幼猫照护,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会黑下巴反复 幼猫照护
Q276,为什么猫咪会泪痕明显（幼猫照护）,幼猫照护,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会泪痕明显 幼猫照护
Q277,为什么猫咪会半夜跑酷（幼猫照护）,幼猫照护,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会半夜跑酷 幼猫照护
Q278,为什么猫咪会抓沙发（幼猫照护）,幼猫照护,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会抓沙发 幼猫照护
Q279,为什么猫咪会乱尿（幼猫照护）,幼猫照护,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会乱尿 幼猫照护
Q280,为什么猫咪会应激躲藏（幼猫照护）,幼猫照护,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会应激躲藏 幼猫照护
Q281,为什么猫咪会口臭（幼猫照护）,幼猫照护,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会口臭 幼猫照护
Q282,为什么猫咪会体重下降（幼猫照护）,幼猫照护,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会体重下降 幼猫照护
Q283,为什么猫咪会喝水太少（幼猫照护）,幼猫照护,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会喝水太少 幼猫照护
Q284,为什么猫咪会便秘（幼猫照护）,幼猫照护,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会便秘 幼猫照护
Q285,为什么猫咪会舔毛过度（幼猫照护）,幼猫照护,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会舔毛过度 幼猫照护
Q286,为什么猫咪会不吃猫粮（老年猫照护）,老年猫照护,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会不吃猫粮 老年猫照护
Q287,为什么猫咪会软便拉稀（老年猫照护）,老年猫照护,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会软便拉稀 老年猫照护
Q288,为什么猫咪会频繁呕吐（老年猫照护）,老年猫照护,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会频繁呕吐 老年猫照护
Q289,为什么猫咪会掉毛严重（老年猫照护）,老年猫照护,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会掉毛严重 老年猫照护
Q290,为什么猫咪会黑下巴反复（老年猫照护）,老年猫照护,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会黑下巴反复 老年猫照护
Q291,为什么猫咪会泪痕明显（老年猫照护）,老年猫照护,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌|慢食碗,为什么猫咪会泪痕明显 老年猫照护
Q292,为什么猫咪会半夜跑酷（老年猫照护）,老年猫照护,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗|自动饮水机,为什么猫咪会半夜跑酷 老年猫照护
Q293,为什么猫咪会抓沙发（老年猫照护）,老年猫照护,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机|豆腐猫砂,为什么猫咪会抓沙发 老年猫照护
Q294,为什么猫咪会乱尿（老年猫照护）,老年猫照护,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂|矿砂,为什么猫咪会乱尿 老年猫照护
Q295,为什么猫咪会应激躲藏（老年猫照护）,老年猫照护,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂|猫抓板,为什么猫咪会应激躲藏 老年猫照护
Q296,为什么猫咪会口臭（老年猫照护）,老年猫照护,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板|逗猫棒,为什么猫咪会口臭 老年猫照护
Q297,为什么猫咪会体重下降（老年猫照护）,老年猫照护,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒|费洛蒙喷雾,为什么猫咪会体重下降 老年猫照护
Q298,为什么猫咪会喝水太少（老年猫照护）,老年猫照护,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾|化毛膏,为什么猫咪会喝水太少 老年猫照护
Q299,为什么猫咪会便秘（老年猫照护）,老年猫照护,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏|鱼油,为什么猫咪会便秘 老年猫照护
Q300,为什么猫咪会舔毛过度（老年猫照护）,老年猫照护,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油|益生菌,为什么猫咪会舔毛过度 老年猫照护
